Year,Month,Stock_lag_MV,Stock_Excess_Vw_Ret,Bond_lag_MV,Bond_Excess_Vw_Ret
1967,10,596.47012975,-0.0304759188372072,0.212312,-0.0084020629114483
1967,11,578.7427679375,0.0037522821583457,0.212352,-0.0017025975846092002
1967,12,580.0414543125,0.030277869003667704,0.20935,0.0012793246248676
1968,1,611.0292200625,-0.0401744028004388,0.22072,0.0084961838419448
1968,2,586.705363,-0.037380540853318496,0.221435,-0.0012058753058115002
1968,3,563.847111875,0.0019710670094612,0.218503,-0.005279017005958399
1968,4,567.242257625,0.0902907742640103,0.225681,-0.0003335923036550002
1968,5,618.285765375,0.022555893330089703,0.220634,-0.00045149425064319997
1968,6,633.0249145,0.0068163020715394,0.215954,0.0057247172217229
1968,7,639.6570548125,-0.026829213929286198,0.220396,0.0078331669028593
1968,8,623.750315625,0.0132684524936841,0.218667,-0.0007107284147167998
1968,9,634.47772475,0.0405629499095305,0.216684,-0.0016966078012316003
1968,10,661.52673425,0.0042749957554804995,0.227743,-0.0035375102907835004
1968,11,665.7788769375,0.054019629016566796,0.226805,-0.0047739597507876
1968,12,703.919010625,-0.0392363318870345,0.222241,-0.012458804129708099
1969,1,697.3520861875,-0.0122507979954249,0.228493,-0.0006010271910484996
1969,2,692.2234000625,-0.0584221256011672,0.234035,-0.0039792205116758
1969,3,653.536343875,0.0264249997458556,0.218015,-4.224292710369986e-05
1969,4,673.3207153125,0.015048578326399203,0.216974,0.005601679239211001
1969,5,688.9104828125,-0.0012122512312653004,0.22366,-0.011238900776178399
1969,6,687.71141025,-0.0719046703229082,0.220368,-0.0049162483983069
1969,7,641.12993096875,-0.0703285592983766,0.219104,0.00026275940828089997
1969,8,600.688235125,0.045890134963918,0.218557,-0.0037977864538413
1969,9,630.7133921875,-0.029381232763156802,0.219066,-0.0176411809675925
1969,10,614.9533020625,0.0508061927110265,0.214339,0.0139840292534585
1969,11,649.7637395,-0.0382357202277897,0.216715,-0.0078382974360115
1969,12,626.2256890625,-0.0257257247950094,0.23114,-0.0103413542515615
1970,1,623.2889649375,-0.0806046752139982,0.226669,0.0012787136422753006
1970,2,576.0367420625,0.0512079286561019,0.22953,0.020240510263762203
1970,3,608.663780125,-0.010396236412705099,0.223134,0.00048419593945739966
1970,4,605.09509025,-0.110205163554933,0.225323,-0.0144562953989817
1970,5,540.25247825,-0.0694732277927623,0.22713,-0.0026618154518446998
1970,6,503.042477125,-0.057616884041447304,0.218682,0.007676070080708701
1970,7,476.1899611875,0.0694943447726204,0.222753,0.0074109328678725
1970,8,514.084827625,0.04510121098766259,0.226195,0.0005595726318564
1970,9,537.451282625,0.042156002706668194,0.224823,0.007622727488619899
1970,10,562.692307375,-0.0231083112671511,0.228989,0.0017554563880490997
1970,11,551.5724885625,0.0460510484478309,0.232231,0.0226262470926584
1970,12,577.6594714375,0.0577266558238917,0.230765,-0.00040825860291489975
1971,1,621.4124526875,0.0483754472601253,0.23857,0.011019546946313699
1971,2,653.3299945,0.0139645485986808,0.238619,0.005266256566577801
1971,3,661.8060110625,0.0413141322966264,0.224593,0.0104594885162242
1971,4,691.390984625,0.031515683754914196,0.23559,-0.0164317601056685
1971,5,714.74612,-0.0400367236027634,0.234952,-0.0028417633455296
1971,6,686.714435,-0.0006813269437662001,0.228762,-0.011871743861451399
1971,7,686.4871884375,-0.045177312257891095,0.227757,-0.0007962174820334996
1971,8,659.09713175,0.0381106591963562,0.235676,0.0195863811948395
1971,9,685.262597,-0.0084627826647876,0.231241,0.0029705538551327002
1971,10,681.7762958125,-0.0443819087380301,0.24072,0.0073688891979733
1971,11,653.5262684375,-0.0043948177585339,0.241819,-0.0008721898414218998
1971,12,651.0876520625,0.08749891054000179,0.229191,0.0053750027364601
1972,1,724.4393013125,0.0248580325786081,0.251132,-0.0021253257026375002
1972,2,744.6558498125,0.028484729720477497,0.254037,0.0032546758690777
1972,3,766.0070515625,0.006397926865124399,0.244052,-0.0064356727671096
1972,4,772.4383576875,0.0027703397721273,0.253832,0.0054848622400047
1972,5,777.506418125,0.012610146769684,0.248814,0.0044491153775638
1972,6,786.3038613125,-0.0241684054836199,0.243053,-0.0041659381797911
1972,7,769.579292,-0.0079418608306739,0.248342,0.0041898872220893
1972,8,765.748203125,0.032473041391590504,0.249061,-0.003066791601019706
1972,9,791.6766410625,-0.0114946382978741,0.235173,-0.0008005294855467
1972,10,785.8715383125,0.0052626334971299996,0.248561,0.0023177140312179005
1972,11,792.691406375,0.0458924552027219,0.243674,0.003552641556319
1972,12,829.2115543125,0.005725817716580299,0.253983,-0.0040409999624272
1973,1,978.230261375,-0.0328784006343656,0.253362,-0.0060053372978121
1973,2,950.5508554375,-0.0485376652612495,0.254852,-0.004083088711851
1973,3,904.678930125,-0.013461761372775199,0.250937,-0.0027246898549883
1973,4,895.70509671875,-0.0565572644359011,0.258812,0.002928746396914899
1973,5,848.7555505625,-0.029488749055025902,0.25443,-0.0020767178091024
1973,6,824.042080375,-0.015879836681925698,0.244819,-0.0039755699570663
1973,7,813.87129715625,0.050281821942843904,0.251796,-0.0176397460732526
1973,8,858.50625171875,-0.0380514087824353,0.25023,0.0099495937254757
1973,9,827.490166875,0.047539878624546804,0.246679,0.0128225463957007
1973,10,872.34845778125,-0.0086222581451178,0.251034,-0.00035433004675739996
1973,11,870.38147871875,-0.127459616451441,0.251186,-0.0004497119104063998
1973,12,759.11923959375,0.006768934584387799,0.250222,-0.0036217577370227
1974,1,766.086819625,-0.0016227728836705002,0.259109,-0.0009775586220859
1974,2,768.02462825,-0.0046829805421462,0.25724,-0.0022441837192184004
1974,3,764.386271375,-0.0282347756954463,0.25605,-0.0135615733656424
1974,4,745.86674021875,-0.0533026421940848,0.264394,-0.0088587738058372
1974,5,710.60919496875,-0.046576064559956595,0.255438,0.0043287397875589
1974,6,678.8463710625,-0.0291349053238893,0.250761,-0.0030626891351655
1974,7,661.65322453125,-0.0801552803870829,0.254416,-0.0027501178044660995
1974,8,611.67495659375,-0.0933480874866095,0.253973,-0.0051082769733233
1974,9,553.2462289375,-0.1175781044038158,0.247484,0.010452507154388998
1974,10,491.18148803125,0.1607176867312615,0.25751,0.0044644728723868005
1974,11,571.139683625,-0.0447697928979965,0.259952,0.007552553630919
1974,12,546.5076826875,-0.0344716571640883,0.25717,0.0039936223058458006
1975,1,531.8759995,0.1370140817499339,0.265152,0.0063578144334486995
1975,2,606.987905375,0.0555577887821022,0.269047,0.0049289500295855
1975,3,640.2962680625,0.0266866524799333,0.269118,-0.0041331943873064
1975,4,664.012748125,0.0421437321625421,0.280193,-0.0075950209113552995
1975,5,695.19279621875,0.0513870919597168,0.283467,0.010036006665785399
1975,6,731.61522378125,0.0485363546393342,0.284999,-0.0006862885530113006
1975,7,769.09694909375,-0.0658513777390177,0.297643,-0.0032268746255725003
1975,8,721.10156146875,-0.028479114875187,0.303675,-0.0006329278523988999
1975,9,700.27766640625,-0.0429057027190074,0.30509,-0.0061583069728846
1975,10,672.8688308125,0.0533478089328987,0.313151,0.014646462533103399
1975,11,710.2828500625,0.026404140414311102,0.32427,-0.0021420898144565996
1975,12,729.06389196875,-0.0162673296582071,0.336226,0.0075769886128939
1976,1,719.9938613125,0.12166366708324529,0.338486,0.0045069030397162
1976,2,809.76370775,0.0031291545970739,0.34504,-0.0005979481644498002
1976,3,813.2395184375,0.0228273148868771,0.345563,0.0040150783490656
1976,4,833.8129511875,-0.015097282234264,0.355058,0.0008739843557925998
1976,5,825.088774375,-0.0137751786601828,0.363542,-0.007268897721015
1976,6,813.47565584375,0.040351153091891,0.360127,0.0060314541024941
1976,7,849.04596584375,-0.010321296377070601,0.35981,0.0038607208736507
1976,8,842.19640484375,-0.0060835797480472,0.371714,0.0049749036689713
1976,9,832.20278775,0.0210973256359808,0.363512,0.004293325478618999
1976,10,856.872114875,-0.0242041349249624,0.382742,0.0038160629938983996
1976,11,838.75885078125,0.0030775370935286995,0.388989,0.0104581584937623
1976,12,842.1392960625,0.0569555835124471,0.379889,0.0027975134977385
1977,1,892.468935625,-0.0402679164041924,0.395145,-0.0140088402583591
1977,2,857.45723346875,-0.0193538254117051,0.404071,0.0008240833992991998
1977,3,839.1928678125,-0.0136684836659401,0.399489,0.0024347664728825995
1977,4,830.59642940625,0.0011395601915698004,0.409168,0.00035169427864780063
1977,5,835.4070910625,-0.014657497742075701,0.411004,0.001706082478255
1977,6,821.06368628125,0.0473951604313748,0.402871,0.005259832562853499
1977,7,863.4904721875,-0.016574414646685902,0.408706,-0.0048819077920125
1977,8,851.953499625,-0.0180884047433546,0.412031,0.0023704235640625996
1977,9,835.4879713125,-0.0026913736931961,0.401918,-0.0022841540678011996
1977,10,835.94155059375,-0.043830871383520605,0.4169,-0.004634750713944501
1977,11,800.77553571875,0.0399885177012876,0.423446,0.0022268177844949003
1977,12,831.29389846875,0.0028340196891813996,0.41895,-0.0034959251146700005
1978,1,838.91475165625,-0.0604547848406375,0.435589,-0.0030414032999027
1978,2,788.78472696875,-0.0141186303199821,0.434622,-0.0009382012191003
1978,3,775.6011526875,0.028694137284100703,0.435945,-0.0006822593714530993
1978,4,799.17351315625,0.0782529254936497,0.451564,-0.0020045056745657
1978,5,864.4878735625,0.0173813090743665,0.449663,-0.0032921500784179997
1978,6,876.04876725,-0.0168714689747637,0.438246,-0.0041450929179197
1978,7,864.99428053909,0.0509972049422474,0.45087,0.002883563173878401
1978,8,912.574231125,0.0374185878485761,0.458031,0.0030490781248674005
1978,9,944.651980875,-0.0140388038033517,0.450204,-0.0032513417590783996
1978,10,937.23205209375,-0.119605582153055,0.465671,-0.0119945002328538
1978,11,829.3847669375,0.0271431755454904,0.459572,0.0012040978584026002
1978,12,851.47188865625,0.0092419050999514,0.460702,-0.008124936755407701
1979,1,867.601801125,0.0420827247351709,0.471874,0.0068710364000126
1979,2,907.0570280625,-0.035428612019686896,0.463877,-0.0049222762328734
1979,3,872.72554929305,0.05587112221017541,0.47019,0.0008097985567138994
1979,4,925.92509898055,-0.0011248218200581002,0.475749,-0.0035320972830905004
1979,5,929.52827373055,-0.0220357549819806,0.479641,0.0062995013884739
1979,6,908.41366884375,0.0386536300488812,0.478724,0.0072070260661667995
1979,7,948.32338390625,0.007485512356054498,0.484811,-0.0066069460379870005
1979,8,960.93181340625,0.05539486067098501,0.474584,-0.0068007046558037
1979,9,1015.0265169375,-0.0075280941871688,0.483234,-0.0067305036539657
1979,10,1013.02438990625,-0.0816940769395094,0.48824,-0.03209811719639
1979,11,936.24741134375,0.0520598963019481,0.480763,0.0138918904939634
1979,12,988.661517375,0.017163114481548,0.486733,-0.002518780127311499
1980,1,1018.64931744522,0.0549499786373132,0.498235,-0.0144417083469098
1980,2,1075.86054352914,-0.0139810691856412,0.509232,-0.0392168301761576
1980,3,1063.45278727142,-0.1285989759188832,0.506402,-0.0016288068364713002
1980,4,935.01764314642,0.0392999429184632,0.52699,0.054498527181331
1980,5,983.0617613409701,0.0526639678798781,0.523426,0.020781253442107003
1980,6,1036.39445787097,0.0303984020816844,0.533977,0.0060852318751442
1980,7,1073.36309188847,0.0648918643168635,0.535892,-0.0114654415768626
1980,8,1149.6979671874399,0.018506308419676,0.553244,-0.0219147467051579
1980,9,1171.11012281629,0.0207243749621071,0.558034,-0.0100132435864313
1980,10,1209.0866667522098,0.011255584457246,0.554782,-0.0133275376649347
1980,11,1229.49247421622,0.0964230201119631,0.573202,-0.00644684294782
1980,12,1348.68300480407,-0.0459218372713903,0.575983,0.008489961058332099
1981,1,1314.65682730163,-0.0499341318069179,0.577366,-0.0050047034770082
1981,2,1260.46089967999,0.0057110465830238,0.598355,-0.0133865380003896
1981,3,1272.7455041498301,0.034426886907697796,0.615204,0.008855404710812498
1981,4,1330.5054717203,-0.0217436432424251,0.617193,-0.023355749210603897
1981,5,1316.6853866584302,0.0019893594010548,0.628303,0.0090814924877066
1981,6,1327.27155799332,-0.0250931342016214,0.632292,-0.0057336439690823995
1981,7,1313.50395869419,-0.0148978531695418,0.620107,-0.017536943875000002
1981,8,1309.18288755188,-0.0700285743013086,0.640033,-0.0169980590801158
1981,9,1225.91199853529,-0.07174898752329881,0.641958,-0.003854593839273699
1981,10,1148.34225167706,0.0491789325137271,0.642699,0.0262499036726253
1981,11,1207.18965377785,0.033184403357100205,0.66076,0.041088364550793705
1981,12,1258.33626715996,-0.036282964542343296,0.663234,-0.0226049213632764
1982,1,1226.22224271144,-0.0316721175810242,0.678471,-0.0023718227418164997
1982,2,1192.23366742483,-0.0584492284516913,0.70106,0.0037037374367802998
1982,3,1123.73871285224,-0.019625103509423703,0.702309,-0.00025371754491860035
1982,4,1099.23160067614,0.0325371571498676,0.703482,0.008394064270081299
1982,5,1143.9291153499898,-0.0380927338067598,0.722363,0.003917941107592601
1982,6,1100.28198994992,-0.0316994462742946,0.723581,-0.0152466710116352
1982,7,1074.32950384572,-0.0314151782325237,0.717484,0.020276056207489
1982,8,1039.93875973594,0.1105044033451084,0.742341,0.024917394869648196
1982,9,1162.0372027191,0.0129442389203272,0.746632,0.0197688006962964
1982,10,1180.98877858217,0.11329670481009241,0.77721,0.0240237371856251
1982,11,1318.34950770771,0.0458623273839314,0.800588,-0.0006802857283891
1982,12,1381.8184379146098,0.0060461672177228995,0.782991,0.0090283347103313
1983,1,1406.85135427152,0.0359122400041133,0.825155,-0.0057088935311031
1983,2,1460.3615942910499,0.0258086379855761,0.847152,0.0115532944192604
1983,3,1498.29782043189,0.028191241842318103,0.859715,-0.0055242770203139
1983,4,1555.3575103883,0.06683175880077821,0.883469,0.009423654895804698
1983,5,1671.308223724,0.0045433996148814,0.900719,-0.012179757855991999
1983,6,1689.95535798437,0.030706689085154303,0.891702,-0.0017838099686217001
1983,7,1767.55888121731,-0.040136813997469496,0.931413,-0.014898211336817499
1983,8,1712.33484574481,-0.0058596810266859,0.950568,-0.0010921066062932003
1983,9,1713.99374764129,0.0094964743359475,0.93308,0.013634840823318402
1983,10,1748.80328594433,-0.0342062183953361,0.970067,-0.0026188098384152007
1983,11,1704.10173083561,0.021444919674204598,0.991776,0.0025770539673254005
1983,12,1749.86594413656,-0.017516309446746002,0.978391,-0.0029931394816045
1984,1,1737.21000132676,-0.0196744204728103,1.003555,0.005321782055379301
1984,2,1717.71963123292,-0.0478048522084659,1.011577,-0.0076631129927223
1984,3,1627.6797553833399,0.0063355411900607,1.041444,-0.0090517892501246
1984,4,1644.82846277102,-0.0051259213675251,1.058194,-0.0037989073240412997
1984,5,1645.53304659967,-0.0597001853752444,1.063499,-0.0201911994246208
1984,6,1552.0280045089,0.018044206846921602,1.077928,0.0022791775095715007
1984,7,1571.29704218718,-0.027924714930829403,1.09265,0.0191958144704307
1984,8,1536.24251724474,0.1028786949516993,1.083078,0.003955148969387
1984,9,1694.70894701206,-0.0077224388870196,1.115889,0.009153080694193001
1984,10,1689.0402367913698,-0.008302553709317501,1.141647,0.0186106460258266
1984,11,1678.74682187255,-0.017642609295654803,1.123264,0.007330397821410999
1984,12,1645.01737705947,0.017785018701252903,1.149134,0.0050786601951327
1985,1,1679.55352913101,0.0796241026474604,1.169877,0.0092799466329417
1985,2,1815.3610115554,0.011973906983217101,1.20506,-0.0153260330108046
1985,3,1837.1325997711401,-0.0084079584816491,1.212004,0.007751758040385501
1985,4,1826.8451821431202,-0.0099597209815342,1.233443,0.007607016062012101
1985,5,1820.24628667365,0.051198512728317803,1.219819,0.0282639206219941
1985,6,1906.5702013090201,0.0126608907745361,1.255597,0.0035090170815096
1985,7,1920.70767493359,-0.0070082273464965004,1.27141,-0.00601136102585
1985,8,1912.4894385351902,-0.0104100554128823,1.25786,0.0074490389457932005
1985,9,1892.5796810929598,-0.045093035213789295,1.281231,0.0004843500603463006
1985,10,1804.69428681039,0.0404877701868719,1.301126,0.008391725179034899
1985,11,1885.1237440201098,0.0643660593060279,1.308982,0.009743514802558901
1985,12,1996.3396656196498,0.0390795761966939,1.326618,0.0157103109966871
1986,1,2086.32356073476,0.0072313899148122,1.338528,0.00048481172344809996
1986,2,2104.04936896717,0.0711713014450447,1.372443,0.022859693338534798
1986,3,2254.01635071161,0.048767013351803196,1.380777,0.0215738204109716
1986,4,2376.9104984717,-0.0129346827960971,1.398986,-0.0005273900812607004
1986,5,2342.46139971221,0.046075768013891,1.401377,-0.0163892414260272
1986,6,2459.3441480901197,0.010314510333898401,1.410266,0.0170292328111464
1986,7,2499.94382635914,-0.0641532121605725,1.426021,0.0014623434998563998
1986,8,2355.7979242155798,0.0604948331817386,1.449615,0.0158767307439555
1986,9,2502.72381238758,-0.0860355964753264,1.471654,-0.0136177966267844
1986,10,2294.1696680219698,0.0468343599691868,1.451741,0.0069046064728489
1986,11,2403.1376111873797,0.011610037299483499,1.489922,0.0045873977934539
1986,12,2428.77994404152,-0.0323048141157563,1.502084,-0.0022526492897953004
1987,1,2350.45744570471,0.12437368487815499,1.513539,0.004285884998787499
1987,2,2651.58459993068,0.0437800225143556,1.548945,0.0017406272305784997
1987,3,2770.42521016413,0.0160370654152295,1.549587,-0.0073410745684343
1987,4,2829.14491661176,-0.0207849527085513,1.534991,-0.0183300766494051
1987,5,2775.2160442153704,0.0010808666801640997,1.572578,-0.0050411531232367
1987,6,2784.35036942424,0.0388530520586078,1.561949,0.004911641161892699
1987,7,2895.09195488101,0.0388152628725089,1.557955,-0.0041813436927462
1987,8,3010.76074324547,0.0351622360415669,1.578709,-0.006890405275258599
1987,9,3114.55489882693,-0.026128121356320796,1.597405,-0.0167760010241815
1987,10,3052.29742986486,-0.2318074778249964,1.592861,0.0235516755086296
1987,11,2350.8625844181097,-0.07728257359512519,1.607669,0.0013564636982427002
1987,12,2162.64144444372,0.06907346348984189,1.624431,0.0076731585623447994
1988,1,2311.7702978162597,0.0422357749346417,1.644655,0.0203567606636366
1988,2,2404.2479650314203,0.0475443032980668,1.663972,0.0043223447374476
1988,3,2512.95491299071,-0.0225754982340932,1.656498,-0.009724514569826499
1988,4,2449.96324342119,0.0057011630627714005,1.684501,-0.0066844055860647
1988,5,2465.90517862237,-0.0028462189053647,1.691753,-0.008459505117709501
1988,6,2454.91540001355,0.0478330092446488,1.677806,0.0120652653195473
1988,7,2559.2362928678003,-0.0124444270231172,1.69077,-0.0081443077341527
1988,8,2535.8926127453296,-0.0330137318624667,1.707056,-0.0028011781153646997
1988,9,2445.71082349673,0.032963531444821205,1.665788,0.0105965663213748
1988,10,2531.53138558329,0.011586379481543202,1.705612,0.008076882445489701
1988,11,2562.70930844872,-0.02285711348392,1.737691,-0.0121256672036605
1988,12,2500.75522063964,0.0147859393253848,1.734119,-0.0019985712997748
1989,1,2509.99744933531,0.0604502077271511,1.758282,0.0058302621188235995
1989,2,2657.47400172828,-0.022484216479938302,1.76029,-0.0100876481430452
1989,3,2599.32150104181,0.0161476553086835,1.769835,0.0005062042988203007
1989,4,2648.56872270475,0.043238539042231405,1.793785,0.0099717316013936
1989,5,2772.70649693023,0.0327247545936795,1.802096,0.0106616148783676
1989,6,2849.423245386,-0.0134223770083635,1.771639,0.018358819423509698
1989,7,2817.7793227818897,0.07168376952434,1.799209,0.009726884130778699
1989,8,3020.30262298107,0.015105032444912302,1.809914,-0.0159123561509736
1989,9,3074.3281890988997,-0.0075457386867358,1.783251,-0.0021210057968483005
1989,10,3064.87141029325,-0.036611563057452695,1.821759,0.013478041025301701
1989,11,2969.50802423329,0.010805111277195299,1.827247,0.0022199433794047006
1989,12,3004.64228751565,0.0117488589695814,1.862564,-0.0033502766943917
1990,1,3056.2117804587,-0.0781229511869998,1.887038,-0.0125748895792582
1990,2,2811.5426020332798,0.010902634382984298,1.871271,-0.0025222249996435003
1990,3,2848.59801921059,0.018342080830706698,1.879903,-0.0039208119582819
1990,4,2917.02296118594,-0.0334869087576451,1.937119,-0.0102318403539725
1990,5,2835.96453778572,0.0845546932062497,1.908757,0.014343511019628798
1990,6,3083.2212939593,-0.010533677540316599,1.918775,0.006541283769810801
1990,7,3061.08723315597,-0.0189170502154866,1.966463,0.0045477526709021
1990,8,3018.87487114231,-0.1007802427171002,1.969403,-0.0131009779107138
1990,9,2717.7366136614,-0.061069743918528194,1.990054,0.0024942649230974
1990,10,2558.5663546255296,-0.0189631766222714,2.030214,0.0068386994985727
1990,11,2518.4123067442197,0.0633985699167455,2.024081,0.011062043120291899
1990,12,2679.46763980589,0.024613257963477297,2.071881,0.0068249441763001
1991,1,2749.81018985421,0.0473561328158065,2.105326,0.004579088366690001
1991,2,2883.24175480199,0.0718527517289406,2.131171,0.0008563685816594998
1991,3,3093.4172712545,0.0265910584732598,2.137481,-6.503031363690008e-05
1991,4,3197.62202061269,-0.0027854721603502003,2.175424,0.0041909078173484994
1991,5,3202.45710694095,0.036747940373224,2.133866,0.0002310722182208005
1991,6,3330.48670871693,-0.0493929265680939,2.133354,-0.004159008523639747
1991,7,3196.34508109397,0.0424019512541918,2.209354,0.0054352230298747
1991,8,3346.31046174453,0.0231475531190952,2.180451,0.012450927611769701
1991,9,3432.00318981592,-0.0159038711328335,2.223723,0.010891026283144398
1991,10,3407.97028552389,0.012855739334324802,2.281373,0.0037375401736993996
1991,11,3468.44656804547,-0.041841629083595705,2.332649,0.0041767307983222
1991,12,3331.5706142334197,0.1083091101435907,2.33912,0.0203435651694244
1992,1,3718.26875998355,-0.0055703681071373,2.338948,-0.011505108697077
1992,2,3703.99485703961,0.0108278476328161,2.391615,0.0005147251271941
1992,3,3752.87399060023,-0.026535920547934,2.414752,-0.0057348318397204
1992,4,3699.1536451399,0.0107502753452312,2.433546,0.0026112017221543997
1992,5,3744.08096973506,0.0029981671063983003,2.439922,0.0097482436437179
1992,6,3755.9806551331503,-0.0232837158529977,2.476889,0.0076964013280857
1992,7,3703.4628338857196,0.0379023628169674,2.485244,0.015000935026498298
1992,8,3852.2061079995096,-0.0237723402146494,2.506629,0.0047600186218987005
1992,9,3760.7475542706197,0.0119376707717938,2.539473,0.008477980253435399
1992,10,3818.6455972002,0.0101594113046501,2.562147,-0.0113416627855064
1992,11,3862.94248841699,0.0412771931929958,2.576787,-0.0026697086767054
1992,12,4022.52193165124,0.0158834483171704,2.584643,0.009771246341514
1993,1,4116.9716275050705,0.0093000576482753,2.65763,0.0119884567535604
1993,2,4163.85557934378,0.0012139418927068,2.668254,0.011209809362795801
1993,3,4175.692066839029,0.023135082028551003,2.636707,0.0008314354666999002
1993,4,4302.841126533281,-0.0304603736040239,2.660582,0.0036610723177878998
1993,5,4183.08101865267,0.0288560567263667,2.696041,-0.002486591095586
1993,6,4309.6702944728695,0.0028181226545631994,2.738594,0.0125455185595673
1993,7,4376.630509959269,-0.0034356643618066,2.694985,0.0020115495170818
1993,8,4372.06887796484,0.0371149686388302,2.755658,0.0124125399595588
1993,9,4540.19129618765,-0.0009747873102644001,2.745303,0.0012124108167785
1993,10,4562.48246592609,0.0141419612367275,2.797569,0.0008723125196230998
1993,11,4635.7147796871795,-0.0186401195383245,2.822541,-0.0079662488792602
1993,12,4559.15254235318,0.016485557924155098,2.851722,0.0011841839507211
1994,1,4675.25577114334,0.028631282086500703,2.886667,0.007303273135417499
1994,2,4820.92516833394,-0.0254423324077638,2.885313,-0.0153713225330574
1994,3,4707.47821677593,-0.0475548316848178,2.883285,-0.014878091594716598
1994,4,4503.02516955209,0.006793890005978201,2.926961,-0.0075334372880827
1994,5,4538.77653370572,0.0057914850703312,2.934808,-0.0026633647632611
1994,6,4577.353308274941,-0.0303957859394422,2.92697,-0.0029731601715001
1994,7,4460.45992285034,0.0281561035304517,2.93561,0.009782440002136
1994,8,4595.64953168913,0.040157028411427896,2.964862,-0.0017104667563929
1994,9,4780.37305313265,-0.0228328226524252,2.930514,-0.011507140170094899
1994,10,4688.65000664393,0.013464116715625401,2.991978,-0.0027542073955862
1994,11,4763.26187244233,-0.0402676474094816,3.038752,-0.0041741458796686
1994,12,4575.38247894197,0.0085908610972022,2.998594,0.0010281291791073002
1995,1,4629.4837448199,0.0180102255419315,3.052253,0.0101121535080332
1995,2,4722.44105580198,0.0362887823954069,3.068008,0.011821677785007298
1995,3,4902.2746691558905,0.022357750182923502,3.073067,0.0017893883434894004
1995,4,5037.60529193622,0.021068142400541102,3.124586,0.005404803768157399
1995,5,5157.97405965775,0.0289313926663586,3.131489,0.0228099937744297
1995,6,5319.37534574845,0.0271753468508134,3.074084,0.0024946324356307998
1995,7,5498.47812931129,0.0371220267428728,3.143416,-0.0048972120576185
1995,8,5712.25595583245,0.005536117090425,3.163652,0.0044250768581704
1995,9,5774.99674012904,0.0335118344892275,3.121079,0.0028251756310035993
1995,10,6002.04372500865,-0.0151320390670206,3.18936,0.006675781254428599
1995,11,5946.15939739712,0.0396362617786177,3.189308,0.007479861084440401
1995,12,6216.859187094949,0.010325509416740701,3.208482,0.0054640990391447005
1996,1,6322.192661845001,0.0225450712307422,3.231036,0.0018844984323166001
1996,2,6482.412939317761,0.013287662003717301,3.199529,-0.0141381878823902
1996,3,6584.78505709801,0.0073511064773427,3.247325,-0.0081319972021646
1996,4,6675.362398120459,0.0205494164885134,3.299573,-0.0066151515609342995
1996,5,6867.340957276029,0.0238225151833544,3.223219,-0.0031957651677831005
1996,6,7079.38442767832,-0.0113351979982072,3.237388,0.004740333872087299
1996,7,7055.790930511,-0.059562053797331004,3.272409,-0.0008817721421976003
1996,8,6656.26830735779,0.027700631579926797,3.257536,-0.0036083570419488996
1996,9,6863.89530927221,0.0500666475247995,3.289153,0.0080002085897601
1996,10,7239.630477055371,0.0086693477392675,3.313619,0.011490675138602802
1996,11,7316.54781460943,0.0626011560425326,3.309666,0.008144655401644
1996,12,7803.67666239008,-0.0167433455069049,3.346908,-0.0089956368464304
1997,1,7708.14288493131,0.050101406920970204,3.363405,-0.0014091287095214003
1997,2,8111.36063309497,-0.0047409282990582,3.357739,-0.0019105049034427001
1997,3,8096.47882741818,-0.0501629689494367,3.350812,-0.0089986185631255
1997,4,7728.29455698936,0.0403037969440713,3.424199,0.006149566674865101
1997,5,8057.10792315191,0.0679159968174993,3.380493,0.0033025968781479993
1997,6,8626.20576923471,0.0408890480627863,3.307899,0.0054859029878623995
1997,7,8977.531331698481,0.0729763609865966,3.330246,0.0152269624137308
1997,8,9667.54630501278,-0.0408759697405366,3.309888,-0.0089606861578784
1997,9,9300.20824948014,0.0532197015091076,3.294775,0.0075659741887416
1997,10,9865.13283223625,-0.0376388671774378,3.318298,0.0079431845398194
1997,11,9519.83476189149,0.0299791535084896,3.321626,-8.367056880180003e-05
1997,12,9831.93685220088,0.013469955730025199,3.348227,0.005056419003705399
1998,1,10020.41267633785,0.0015157393808341996,3.357335,0.0071160099059176
1998,2,10065.58991168877,0.07030608739566689,3.319561,-0.0044370063280556
1998,3,10793.32367138848,0.0469620814470016,3.34795,-0.00042654393663470007
1998,4,11387.887563530381,0.007367722348859101,3.357505,-7.541801096200024e-05
1998,5,11491.22122295796,-0.0304239407963568,3.268857,0.0036932884821011002
1998,6,11203.593214786939,0.0318831403858333,3.222057,0.005073922817204099
1998,7,11662.76362875421,-0.0241272574132413,3.238098,-0.0008112501967281003
1998,8,11436.12744286742,-0.16021962959995398,3.208756,0.016993973477568397
1998,9,9621.67085261413,0.0626166856506982,3.168756,0.0141255698440465
1998,10,10256.20111817895,0.069661163563597,3.18848,-0.0039645122782241
1998,11,11000.59218967187,0.060495312460311604,3.174216,-0.0019831886599813
1998,12,11617.26794087797,0.061432776246303604,3.177721,-0.0011866555732755
1999,1,12363.43758997295,0.0347937887326002,3.201183,0.001248811655449
1999,2,12781.680374323392,-0.0405959188675776,3.178965,-0.0185519222672152
1999,3,12318.08588021397,0.034938328121163,3.151159,0.0011459343192722002
1999,4,12794.0378426688,0.0432363456165216,3.205724,-0.00046491373175859985
